@relation CombinePD-CO

@attribute Total_Left numeric
@attribute Total_Right numeric
@attribute PD-Yes-Control-No {Yes,No}

@data
936.1,175.67,No
986.7,112.09,No
1030.92,98.23,No
1071.4,42.13,No
1104.29,18.7,No
1124.64,5.06,No
1138.39,0,No
1139.16,0,No
1137.95,0,No
1121.12,0,No
1106.27,0,No
1083.61,0,No
1059.08,0,No
1038.95,0,No
1014.2,0,No
1002.1,0,No
981.75,0,No
968.55,0,No
959.2,0,No
945.89,0,No
938.41,0,No
927.52,0,No
927.08,0,No
920.15,0,No
919.93,0,No
920.04,0,No
924.66,0,No
926.64,0,No
926.31,0,No
926.31,0,No
928.07,0,No
927.08,0,No
927.96,0,No
929.17,0,No
933.68,0,No
934.01,0,No
934.01,0,No
939.18,0,No
936.1,0,No
944.68,0,No
938.08,0,No
927.52,0,No
913.44,0,No
903.98,0,No
904.09,0,No
901.78,0,No
896.94,0,No
893.86,0,No
889.35,6.93,No
871.75,33.33,No
851.84,174.46,No
826.98,409.2,No
791.67,540.65,No
736.34,685.74,No
671.33,770,No
591.25,802.34,No
492.58,804.32,No
401.61,827.42,No
299.97,864.38,No
196.35,918.94,No
125.84,968.88,No
80.63,1017.28,No
47.08,1055.12,No
28.38,1079.87,No
18.04,1097.58,No
6.05,1112.21,No
6.05,1113.75,No
4.51,1125.85,No
2.97,1109.02,No
0,1104.95,No
0,1091.86,No
0,1073.27,No
0,1054.46,No
0,1037.63,No
0,1022.89,No
0,1011.12,No
0,998.47,No
0,987.25,No
0,974.27,No
0,979.55,No
0,971.52,No
0,965.91,No
0,957.77,No
0,962.72,No
0,960.08,No
0,963.05,No
0,974.38,No
0,982.63,No
0,992.97,No
0,1002.65,No
0,1020.69,No
0,1031.47,No
0,1047.09,No
0,1054.24,No
0,1064.69,No
0,1073.05,No
0,1082.07,No
0,1086.91,No
0,1083.94,No
0,1085.7,No
0,1086.36,No
0,1091.2,No
0,1092.52,No
0,1097.25,No
0,1088.12,No
0,1083.06,No
0,1080.75,No
0,1068.21,No
0,1054.35,No
0,1033.78,No
0,1001.77,No
13.86,974.05,No
57.97,928.62,No
231.55,887.15,No
366.52,828.08,No
481.69,765.49,No
633.16,687.94,No
770.66,600.82,No
911.24,507.65,No
1001.33,405.24,No
1056,290.4,No
1089.55,195.03,No
1119.91,122.32,No
1145.21,77.88,No
1152.03,42.24,No
1159.95,25.96,No
1158.08,5.06,No
1154.45,5.06,No
1137.29,0,No
1121.45,0,No
1100.33,0,No
1075.91,0,No
1047.53,0,No
1025.75,0,No
1002.21,0,No
990.33,0,No
968.99,0,No
961.95,0,No
953.59,0,No
949.85,0,No
950.62,0,No
952.27,0,No
956.67,0,No
962.28,0,No
968.66,0,No
975.15,0,No
977.35,0,No
983.95,0,No
983.51,0,No
985.71,0,No
981.09,0,No
978.23,0,No
981.31,0,No
972.62,0,No
963.27,0,No
958.43,0,No
946.22,0,No
941.16,0,No
937.97,0,No
924.77,0,No
923.56,0,No
919.38,0,No
907.06,0,No
895.95,0,No
886.49,0,No
882.09,0,No
884.18,0,No
883.74,0,No
879.23,0,No
875.27,0,No
866.36,10.45,No
856.02,38.61,No
833.47,224.4,No
802.34,460.57,No
757.35,612.48,No
694.87,756.8,No
626.34,905.96,No
531.74,942.59,No
428.12,961.4,No
322.19,981.97,No
216.81,1017.83,No
131.56,1061.72,No
82.06,1099.45,No
47.08,1136.52,No
24.64,1150.38,No
7.59,1164.68,No
4.51,1159.62,No
7.59,1161.38,No
2.97,1143.67,No
2.97,1126.62,No
0,1097.8,No
0,1075.25,No
0,1046.87,No
0,1022.56,No
0,1002.98,No
0,980.1,No
0,970.64,No
0,964.48,No
0,957.33,No
0,957.99,No
0,953.37,No
0,959.75,No
0,968.55,No
0,972.29,No
0,975.81,No
0,985.27,No
0,986.92,No
0,996.71,No
0,1001.66,No
0,1009.14,No
0,1013.54,No
0,1023,No
0,1033.12,No
0,1043.68,No
0,1049.62,No
0,1058.09,No
0,1067.22,No
0,1073.93,No
0,1084.49,No
0,1091.75,No
0,1098.46,No
0,1100,No
0,1101.65,No
0,1088.67,No
0,1091.64,No
0,1100.66,No
0,1102.97,No
0,1098.79,No
0,1091.2,No
0,1084.49,No
4.62,1061.61,No
27.83,1038.07,No
82.17,1008.26,No
264.99,969.1,No
361.13,918.83,No
468.05,859.76,No
585.64,789.58,No
671.55,707.63,No
779.24,619.08,No
861.41,521.95,No
930.71,420.75,No
976.91,306.02,No
1015.19,212.74,No
1059.3,133.76,No
1088.89,84.26,No
1110.12,49.17,No
1123.54,28.6,No
1130.25,5.06,No
1132.45,0,No
1123.65,0,No
1109.57,0,No
1091.31,0,No
1069.2,0,No
1052.7,0,No
1027.18,0,No
1010.13,0,No
989.78,0,No
976.36,0,No
965.8,0,No
959.97,0,No
956.45,0,No
951.39,0,No
944.02,0,No
949.52,0,No
944.57,0,No
941.82,0,No
947.54,0,No
946.88,0,No
950.84,0,No
949.52,0,No
951.28,0,No
940.94,0,No
937.2,0,No
942.26,0,No
938.19,0,No
929.39,0,No
933.57,0,No
932.03,0,No
928.73,0,No
926.09,0,No
921.91,0,No
915.64,0,No
907.06,0,No
891.11,0,No
885.94,0,No
879.23,0,No
879.34,0,No
880.99,0,No
872.19,0,No
873.95,0,No
864.82,0,No
847.33,0,No
836.55,10.45,No
810.26,43.23,No
780.67,226.82,No
746.24,465.3,No
693.44,591.47,No
633.93,748.66,No
550.99,844.03,No
458.15,911.35,No
360.03,951.39,No
259.82,993.63,No
161.92,1054.35,No
100.1,1109.79,No
60.94,1153.02,No
36.85,1187.23,No
19.8,1207.14,No
6.05,1208.02,No
2.97,1216.38,No
4.51,1201.64,No
2.97,1183.82,No
0,1169.96,No
0,1141.8,No
0,1108.58,No
0,1082.73,No
0,1051.93,No
0,1036.75,No
0,1008.7,No
0,996.38,No
0,978.89,No
0,974.38,No
0,964.7,No
0,966.13,No
0,964.48,No
0,971.3,No
0,974.71,No
0,981.31,No
0,988.02,No
0,992.53,No
0,1007.82,No
0,1015.63,No
0,1026.08,No
0,1027.18,No
0,1039.61,No
0,1045,No
0,1056.11,No
0,1060.4,No
0,1076.13,No
0,1086.69,No
0,1096.7,No
0,1116.94,No
0,1123.21,No
0,1131.46,No
0,1132.56,No
0,1129.04,No
0,1131.46,No
0,1137.51,No
0,1136.96,No
0,1137.4,No
0,1127.94,No
0,1115.73,No
0,1097.14,No
0,1075.25,No
0,1044.89,No
13.86,1008.26,No
48.73,961.51,No
160.05,912.23,No
332.53,851.95,No
410.74,783.64,No
549.78,703.67,No
660.22,624.03,No
761.09,531.85,No
820.82,435.71,No
896.72,335.39,No
950.07,238.81,No
992.75,160.82,No
1028.83,106.7,No
1063.04,70.4,No
1075.47,37.4,No
1085.92,16.5,No
1093.51,5.06,No
1089.77,0,No
1080.53,0,No
1071.62,0,No
1053.14,0,No
1033.89,0,No
1011.78,0,No
995.28,0,No
978.34,0,No
968.77,0,No
958.65,0,No
952.6,0,No
950.84,0,No
950.84,0,No
945.23,0,No
947.87,0,No
944.79,0,No
945.56,0,No
943.8,0,No
946.55,0,No
945.12,0,No
945.34,0,No
943.03,0,No
938.96,0,No
936.65,0,No
932.14,0,No
932.91,0,No
924.77,0,No
924.22,0,No
926.42,0,No
915.31,0,No
909.04,0,No
902.99,0,No
886.71,0,No
875.27,0,No
868.56,0,No
870.76,0,No
870.43,0,No
861.96,0,No
863.5,0,No
859.1,0,No
853.16,0,No
846.56,0,No
834.13,0,No
818.95,0,No
789.25,17.49,No
757.02,66.33,No
721.05,366.74,No
674.63,520.52,No
604.56,727.32,No
519.64,945.56,No
427.68,1026.85,No
317.35,1071.4,No
204.6,1091.75,No
122.1,1122.77,No
75.24,1164.24,No
43.56,1197.13,No
26.62,1229.8,No
6.05,1247.29,No
4.51,1256.53,No
4.51,1255.43,No
4.51,1245.86,No
2.97,1231.67,No
2.97,1200.1,No
0,1171.83,No
0,1135.97,No
0,1095.71,No
0,1065.35,No
0,1040.6,No
0,1023.88,No
0,996.38,No
0,984.83,No
0,970.09,No
0,970.75,No
0,966.79,No
0,965.69,No
0,969.54,No
0,978.56,No
0,985.05,No
0,991.76,No
0,993.96,No
0,1007.05,No
0,1015.3,No
0,1026.52,No
0,1032.68,No
0,1043.24,No
0,1050.17,No
0,1068.65,No
0,1082.07,No
0,1088.56,No
0,1097.8,No
0,1107.04,No
0,1112.1,No
0,1121.01,No
0,1118.59,No
0,1117.49,No
0,1108.47,No
0,1107.7,No
0,1111,No
0,1109.68,No
0,1102.86,No
0,1085.48,No
4.62,1073.38,No
27.83,1052.48,No
95.48,1023.88,No
255.42,984.5,No
339.79,942.37,No
453.97,889.68,No
577.17,822.91,No
727.32,740.85,No
815.1,654.39,No
894.3,558.36,No
948.42,461.12,No
983.62,358.05,No
1009.36,241.34,No
1040.27,124.74,No
1062.82,91.52,No
1078.33,56.98,No
1093.18,26.4,No
1097.14,7.7,No
1098.68,0,No
1099.67,5.06,No
1094.94,0,No
1078.77,0,No
1064.25,0,No
1046.87,0,No
1030.81,0,No
1009.69,0,No
993.74,0,No
982.74,0,No
973.61,0,No
972.4,0,No
966.79,0,No
961.4,0,No
963.05,0,No
955.68,0,No
952.38,0,No
951.83,0,No
949.41,0,No
948.42,0,No
949.96,0,No
946.99,0,No
944.13,0,No
939.84,0,No
933.02,0,No
933.79,0,No
929.61,0,No
927.74,0,No
925.54,0,No
925.87,0,No
925.1,0,No
924.44,0,No
921.69,0,No
921.58,0,No
916.41,0,No
900.68,0,No
889.13,0,No
886.49,0,No
883.85,0,No
883.52,0,No
878.46,0,No
873.73,0,No
866.58,0,No
857.23,0,No
844.03,5.17,No
823.68,33.33,No
799.15,189.53,No
768.46,429.22,No
720.61,560.56,No
662.75,712.14,No
587.51,796.51,No
484.88,831.05,No
395.67,855.47,No
292.82,907.39,No
190.52,981.31,No
115.61,1042.91,No
74.03,1096.81,No
45.54,1144.77,No
25.08,1169.41,No
9.57,1189.65,No
2.97,1209.56,No
0,1208.68,No
0,1207.36,No
0,1199,No
0,1181.73,No
0,1164.35,No
0,1138.28,No
0,1112.76,No
0,1093.18,No
0,1070.96,No
0,1051.38,No
0,1031.91,No
0,1014.97,No
0,1001,No
0,989.23,No
0,976.91,No
0,975.7,No
0,976.8,No
0,972.07,No
0,973.28,No
0,977.13,No
0,988.9,No
0,993.3,No
0,1008.81,No
0,1015.3,No
0,1031.91,No
0,1038.07,No
0,1047.2,No
0,1052.26,No
0,1068.98,No
0,1078.88,No
0,1090.98,No
0,1092.85,No
0,1108.58,No
0,1112.76,No
0,1116.5,No
0,1110.01,No
0,1104.18,No
0,1089.77,No
0,1091.31,No
0,1092.3,No
0,1086.69,No
0,1086.58,No
0,1071.95,No
9.24,1059.63,No
39.49,1042.47,No
137.94,1021.68,No
292.93,988.9,No
379.06,947.21,No
505.34,894.63,No
618.64,825.99,No
728.2,749.87,No
802.34,658.68,No
878.57,569.69,No
925.76,471.35,No
963.82,374.33,No
989.12,265.65,No
1017.39,175.67,No
1041.26,112.53,No
1059.85,72.6,No
1067.11,39.93,No
1076.57,19.03,No
1079.65,5.06,No
1078.77,5.06,No
1078.44,0,No
1070.3,0,No
1059.63,0,No
1047.2,0,No
1023.77,0,No
1016.07,0,No
1002.21,0,No
993.74,0,No
983.29,0,No
977.79,0,No
968.66,0,No
967.45,0,No
958.32,0,No
953.37,0,No
948.53,0,No
947.98,0,No
945.01,0,No
940.39,0,No
935.66,0,No
928.73,0,No
927.08,0,No
923.89,0,No
924.44,0,No
921.03,0,No
919.38,0,No
920.26,0,No
922.24,0,No
927.85,0,No
933.46,0,No
932.91,0,No
930.05,0,No
927.63,0,No
920.7,0,No
911.57,0,No
904.2,0,No
899.25,0,No
894.08,0,No
886.6,0,No
883.96,0,No
876.26,0,No
869.22,0,No
857.78,0,No
837.21,0,No
814.99,0,No
800.91,15.73,No
770.33,71.06,No
734.69,314.93,No
684.53,469.59,No
624.25,626.78,No
543.07,795.63,No
447.26,873.07,No
347.27,903.65,No
232.87,954.25,No
139.15,1022.12,No
88.33,1089.88,No
51.04,1147.3,No
28.6,1196.69,No
9.57,1224.85,No
0,1242.67,No
0,1257.3,No
0,1250.92,No
0,1243.66,No
0,1221.77,No
0,1196.91,No
0,1166.55,No
0,1135.64,No
0,1105.61,No
0,1083.06,No
0,1058.53,No
0,1028.06,No
0,1011.45,No
0,1000.23,No
0,989.01,No
0,983.18,No
0,981.97,No
0,982.96,No
0,984.06,No
0,990.44,No
0,1002.1,No
0,1011.23,No
0,1018.49,No
0,1034,No
0,1047.75,No
0,1052.04,No
0,1067.44,No
0,1078.22,No
0,1084.82,No
0,1090.87,No
0,1092.74,No
0,1096.26,No
0,1103.19,No
0,1107.59,No
0,1101.21,No
0,1108.91,No
0,1103.52,No
0,1095.82,No
0,1090.65,No
0,1091.64,No
0,1093.84,No
0,1096.15,No
0,1097.47,No
0,1092.41,No
0,1080.86,No
0,1068.76,No
9.24,1053.58,No
46.42,1033.23,No
151.69,1003.64,No
285.67,968.33,No
361.02,914.87,No
473.88,855.36,No
590.15,792.22,No
740.08,720.5,No
812.68,632.72,No
885.06,534.05,No
929.39,441.87,No
959.64,330.88,No
987.91,230.01,No
1012.55,149.49,No
1039.61,93.94,No
1053.69,63.58,No
1064.91,40.81,No
1071.51,14.41,No
1076.02,5.06,No
1073.38,5.06,No
1068.54,0,No
1060.73,0,No
1048.85,0,No
1033.34,0,No
1024.54,0,No
1013.43,0,No
1002.98,0,No
1001.44,0,No
992.64,0,No
987.03,0,No
987.25,0,No
979.22,0,No
976.14,0,No
978.67,0,No
980.21,0,No
979.55,0,No
978.89,0,No
982.19,0,No
981.09,0,No
981.86,0,No
985.05,0,No
985.49,0,No
986.26,0,No
987.14,0,No
985.16,0,No
985.71,0,No
981.53,0,No
983.73,0,No
975.04,0,No
979.55,0,No
972.62,0,No
974.71,0,No
966.24,0,No
961.29,0,No
957,0,No
950.73,0,No
935.66,0,No
921.91,0,No
917.62,0,No
917.51,0,No
910.47,0,No
903.54,0,No
889.79,0,No
876.37,8.69,No
853.16,44.99,No
837.21,229.13,No
799.81,400.84,No
757.35,525.25,No
698.72,683.98,No
637.01,779.57,No
557.59,821.48,No
464.2,850.74,No
372.46,876.7,No
281.16,917.18,No
193.93,959.86,No
123.42,997.37,No
77.88,1042.58,No
48.84,1083.17,No
30.14,1110.67,No
18.26,1127.61,No
6.05,1139.71,No
2.97,1148.95,No
2.97,1153.13,No
0,1148.84,No
0,1142.57,No
0,1124.53,No
0,1109.68,No
0,1089.44,No
0,1072.17,No
0,1052.92,No
0,1033.23,No
0,1021.24,No
0,1010.46,No
0,1005.18,No
0,1001.44,No
0,992.64,No
0,986.92,No
0,989.34,No
0,986.81,No
0,984.72,No
0,993.08,No
0,999.46,No
0,1001.33,No
0,1012.88,No
0,1015.3,No
0,1029.27,No
0,1035.54,No
0,1044.34,No
0,1058.31,No
0,1062.38,No
0,1067.88,No
0,1077.45,No
0,1078.55,No
0,1075.58,No
0,1075.47,No
0,1068.1,No
0,1068.87,No
0,1069.86,No
0,1069.86,No
0,1071.4,No
0,1068.98,No
0,1057.98,No
0,1052.37,No
0,1037.41,No
16.17,1016.18,No
55.77,999.24,No
199.98,965.36,No
334.51,926.31,No
429.44,880.11,No
564.41,811.58,No
686.73,734.8,No
781.11,654.94,No
844.14,564.3,No
896.72,468.71,No
941.38,372.9,No
981.2,256.08,No
1015.19,169.73,No
1052.37,107.69,No
1078.33,65.67,No
1101.54,40.81,No
1119.8,14.41,No
1132.56,0,No
1136.74,0,No
1137.18,0,No
1124.97,0,No
1109.68,0,No
1092.41,0,No
1073.6,0,No
1049.51,0,No
1028.61,0,No
1006.17,0,No
986.59,0,No
974.05,0,No
964.37,0,No
952.38,0,No
943.03,0,No
938.08,0,No
933.13,0,No
930.38,0,No
927.85,0,No
930.16,0,No
934.67,0,No
939.95,0,No
942.15,0,No
950.29,0,No
952.16,0,No
955.79,0,No
950.62,0,No
948.86,0,No
947.1,0,No
946.99,0,No
951.28,0,No
948.75,0,No
948.09,0,No
954.03,0,No
945.34,0,No
943.36,0,No
937.86,0,No
919.82,0,No
917.4,0,No
910.69,0,No
913.11,0,No
913.77,0,No
905.41,0,No
901.34,0,No
884.4,22.77,No
868.89,97.79,No
844.47,349.91,No
808.5,469.59,No
750.42,626.23,No
693.66,754.05,No
624.69,816.86,No
535.37,827.09,No
434.94,856.24,No
341.22,885.28,No
254.1,939.18,No
168.85,976.69,No
110.55,1012.22,No
73.81,1055.78,No
43.45,1078,No
29.81,1103.52,No
14.52,1120.79,No
6.05,1135.53,No
6.05,1142.46,No
4.51,1137.51,No
2.97,1133.99,No
2.97,1116.72,No
0,1099.78,No
0,1085.48,No
0,1068.1,No
0,1053.47,No
0,1031.25,No
0,1027.29,No
0,1018.49,No
0,1015.08,No
0,1007.93,No
0,1003.86,No
0,1005.84,No
0,1009.69,No
0,1011.01,No
0,1017.28,No
0,1021.68,No
0,1029.05,No
0,1028.5,No
0,1038.73,No
0,1039.39,No
0,1045.99,No
0,1047.64,No
0,1052.26,No
0,1049.07,No
0,1059.19,No
0,1065.24,No
0,1076.35,No
0,1081.52,No
0,1091.75,No
0,1103.41,No
0,1106.49,No
0,1114.52,No
0,1113.2,No
0,1116.06,No
0,1111.66,No
0,1113.31,No
0,1119.91,No
0,1116.94,No
0,1108.58,No
0,1102.86,No
0,1085.7,No
4.62,1071.29,No
37.18,1048.96,No
110.99,1024.32,No
249.59,988.24,No
310.09,938.74,No
411.73,877.58,No
515.46,825.77,No
647.02,749.43,No
725.67,662.42,No
799.59,574.31,No
868.78,479.27,No
916.85,386.54,No
963.27,271.37,No
1001.77,186.67,No
1040.6,119.46,No
1059.63,77.22,No
1073.93,47.63,No
1083.94,21.23,No
1086.25,5.06,No
1079.21,0,No
1072.17,0,No
1057.1,0,No
1044.45,0,No
1025.97,0,No
1014.42,0,No
1001,0,No
993.96,0,No
990,0,No
980.65,0,No
977.02,0,No
978.01,0,No
975.81,0,No
971.85,0,No
974.6,0,No
978.34,0,No
977.79,0,No
981.31,0,No
983.4,0,No
986.48,0,No
985.93,0,No
986.59,0,No
986.59,0,No
986.7,0,No
984.17,0,No
987.03,0,No
985.27,0,No
976.69,0,No
978.78,0,No
974.38,0,No
969.87,0,No
965.47,0,No
961.73,0,No
957.33,0,No
956.23,0,No
949.96,0,No
948.53,0,No
944.79,0,No
930.38,0,No
921.69,0,No
919.93,0,No
916.74,0,No
913.11,3.41,No
909.81,24.53,No
902.22,80.63,No
883.3,340.01,No
851.29,477.29,No
808.61,633.93,No
743.49,737.77,No
684.09,827.42,No
600.6,826.54,No
502.26,851.62,No
397.32,878.46,No
307.34,932.36,No
205.92,973.72,No
133.87,1013.98,No
85.47,1061.72,No
56.1,1094.17,No
34.87,1116.83,No
17.49,1136.19,No
7.59,1142.24,No
7.59,1154.34,No
6.05,1149.5,No
4.51,1142.79,No
2.97,1130.36,No
2.97,1110.78,No
0,1093.07,No
0,1073.05,No
0,1057.98,No
0,1037.52,No
0,1025.64,No
0,1008.04,No
0,996.6,No
0,985.05,No
0,978.56,No
0,971.3,No
0,972.84,No
0,969.65,No
0,973.17,No
0,978.56,No
0,986.37,No
0,992.42,No
0,1003.31,No
0,1014.64,No
0,1024.1,No
0,1039.61,No
0,1051.93,No
0,1067.66,No
0,1073.05,No
0,1087.46,No
0,1096.59,No
0,1102.75,No
0,1108.91,No
0,1110.89,No
0,1109.9,No
0,1105.39,No
0,1094.39,No
0,1087.79,No
0,1089.11,No
0,1084.05,No
0,1078.11,No
0,1077.56,No
0,1070.52,No
0,1050.61,No
13.86,1027.73,No
55.77,1005.07,No
179.63,971.52,No
296.89,928.51,No
392.92,879.23,No
516.78,819.83,No
669.35,745.25,No
790.02,664.62,No
862.07,579.37,No
925.98,476.63,No
964.26,384.01,No
996.82,283.58,No
1033.12,190.63,No
1062.27,124.96,No
1082.51,77.66,No
1096.48,44.77,No
1102.31,21.67,No
1104.73,5.06,No
1108.25,0,No
1101.54,0,No
1091.09,0,No
1074.81,0,No
1064.47,0,No
1044.45,0,No
1028.28,0,No
1015.08,0,No
1006.06,0,No
999.24,0,No
992.75,0,No
992.86,0,No
989.67,0,No
987.91,0,No
994.95,0,No
996.16,0,No
1001.55,0,No
1005.29,0,No
1010.9,0,No
1019.26,0,No
1020.25,0,No
1019.48,0,No
1024.98,0,No
1020.91,0,No
1013.21,0,No
1012,0,No
1005.84,0,No
1002.54,0,No
998.47,0,No
991.87,0,No
983.62,0,No
974.93,0,No
973.06,0,No
966.68,0,No
958.1,0,No
952.38,0,No
953.15,0,No
946.99,0,No
938.85,0,No
930.93,0,No
922.46,0,No
916.19,0,No
907.83,0,No
905.85,0,No
899.36,22.77,No
888.69,85.47,No
871.86,337.37,No
837.43,457.49,No
799.26,594.44,No
742.06,716.65,No
676.06,788.48,No
600.05,814.11,No
508.2,851.73,No
407.77,885.5,No
313.39,926.53,No
226.16,971.96,No
146.52,1015.74,No
96.8,1052.7,No
61.16,1079.76,No
39.93,1104.4,No
27.83,1118.92,No
12.65,1133.44,No
6.05,1129.59,No
6.05,1132.56,No
4.51,1128.71,No
2.97,1113.42,No
2.97,1100.99,No
0,1081.41,No
0,1064.8,No
0,1049.62,No
0,1035.65,No
0,1016.07,No
0,1007.93,No
0,1003.64,No
0,998.14,No
0,994.4,No
0,999.13,No
0,1003.86,No
0,1008.48,No
0,1012.77,No
0,1018.27,No
0,1023.55,No
0,1026.96,No
0,1041.37,No
0,1042.14,No
0,1050.94,No
0,1057.98,No
0,1059.85,No
0,1064.14,No
0,1071.4,No
0,1076.24,No
0,1085.81,No
0,1089.55,No
0,1095.82,No
0,1099.23,No
0,1101.54,No
0,1103.96,No
0,1105.28,No
0,1101.76,No
0,1098.9,No
0,1090.32,No
0,1086.25,No
0,1081.19,No
0,1078.11,No
0,1082.4,No
0,1067.99,No
0,1049.18,No
16.17,1037.96,No
57.97,1015.19,No
180.62,991.65,No
279.51,959.42,No
364.76,923.67,No
458.59,874.5,No
555.94,813.23,No
612.26,749.98,No
699.6,681.01,No
770.66,588.39,No
830.28,504.68,No
878.57,419.54,No
921.03,329.67,No
970.2,232.76,No
1005.4,167.75,No
1031.69,111.32,No
1061.39,74.69,No
1077.89,51.81,No
1087.02,18.7,No
1096.15,0,No
1100.88,0,No
1097.25,0,No
1087.02,0,No
1081.08,0,No
1068.87,0,No
1057.1,0,No
1045.55,0,No
1038.51,0,No
1027.73,0,No
1022.89,0,No
1016.51,0,No
1008.15,0,No
1001.55,0,No
997.59,0,No
998.03,0,No
995.06,0,No
998.47,0,No
997.59,0,No
1000.67,0,No
1004.52,0,No
1005.62,0,No
1008.48,0,No
1009.47,0,No
1007.93,0,No
1010.9,0,No
1009.36,0,No
1008.15,0,No
1003.64,0,No
999.02,0,No
994.4,0,No
989.89,0,No
980.87,0,No
974.93,0,No
965.58,0,No
961.51,0,No
951.06,0,No
938.08,0,No
919.93,0,No
904.53,0,No
895.51,0,No
886.82,0,No
879.67,0,No
866.14,0,No
863.83,0,No
854.59,0,No
838.64,0,No
818.18,19.25,No
803.33,82.94,No
780.56,322.63,No
740.3,448.14,No
697.29,594.11,No
646.36,717.86,No
582.01,781.44,No
503.91,838.97,No
413.49,854.92,No
333.63,895.07,No
255.42,939.51,No
177.32,983.95,No
124.74,1031.36,No
84.37,1075.25,No
55.88,1111.33,No
38.61,1134.65,No
25.08,1146.64,No
11.11,1164.02,No
4.51,1165.78,No
2.97,1161.49,No
2.97,1157.64,No
0,1144.99,No
0,1125.3,No
0,1114.3,No
0,1097.8,No
0,1076.02,No
0,1059.85,No
0,1054.46,No
0,1040.6,No
0,1032.24,No
0,1031.91,No
0,1031.36,No
0,1034.33,No
0,1034.66,No
0,1034.33,No
0,1034.33,No
0,1039.17,No
0,1042.14,No
0,1044.45,No
0,1054.68,No
0,1059.63,No
0,1065.9,No
0,1074.15,No
0,1077.89,No
0,1084.38,No
0,1090.32,No
0,1091.53,No
0,1091.64,No
0,1092.74,No
0,1102.09,No
0,1100,No
0,1097.47,No
0,1095.71,No
0,1090.54,No
0,1084.27,No
0,1081.85,No
0,1072.17,No
0,1069.42,No
0,1057.21,No
0,1052.04,No
0,1049.73,No
0,1038.4,No
0,1019.15,No
0,1006.94,No
0,992.53,No
16.17,972.4,No
64.57,944.68,No
250.25,911.13,No
353.43,875.6,No
493.46,826.43,No
613.14,768.57,No
680.57,699.05,No
759.88,624.47,No
907.39,545.6,No
994.29,474.1,No
1026.08,394.46,No
1046.98,300.08,No
1059.63,218.24,No
1075.8,148.06,No
1090.54,90.42,No
1101.98,47.19,No
1110.89,20.35,No
1118.92,0,No
1113.09,0,No
1102.2,0,No
1092.96,0,No
1080.75,0,No
1060.18,0,No
1043.46,0,No
1033.89,0,No
1024.76,0,No
1021.24,0,No
1021.24,0,No
1023,0,No
1026.08,0,No
1030.81,0,No
1033.34,0,No
1040.38,0,No
1047.2,0,No
1060.95,0,No
1063.92,0,No
1069.64,0,No
1073.16,0,No
1078,0,No
1078.99,0,No
1084.16,0,No
1083.06,0,No
1086.8,0,No
1081.96,0,No
1081.08,0,No
1089.44,0,No
1084.6,0,No
1086.25,0,No
1083.83,0,No
1085.92,0,No
1085.7,0,No
1083.06,0,No
1073.38,0,No
1068.43,0,No
1063.37,0,No
1060.29,0,No
1053.14,0,No
1043.68,0,No
1040.82,0,No
1035.98,0,No
1033.56,0,No
1033.01,0,No
1028.5,0,No
1021.46,0,No
1021.24,0,No
1012.33,0,No
1005.84,0,No
992.64,0,No
975.04,0,No
961.73,0,No
950.73,5.17,No
933.02,23.87,No
919.6,53.79,No
894.96,165.11,No
870.32,283.47,No
835.34,365.64,No
802.23,455.95,No
764.61,516.34,No
722.26,541.31,No
685.96,557.26,No
650.65,560.23,No
617.1,563.42,No
584.21,556.05,No
553.63,565.18,No
518.32,574.53,No
488.95,581.57,No
457.05,597.85,No
417.45,613.36,No
389.51,634.48,No
365.86,657.36,No
349.25,675.18,No
330.77,695.42,No
316.58,710.6,No
304.48,734.36,No
292.38,747.23,No
284.46,763.18,No
272.47,789.03,No
266.42,802.34,No
256.41,818.4,No
252.12,829.07,No
244.09,837.32,No
242.55,847.66,No
236.83,858.55,No
230.67,863.72,No
225.28,869.44,No
223.74,874.94,No
223.85,879.67,No
221.98,882.86,No
218.24,885.28,No
216.26,888.47,No
212.52,890.89,No
212.96,896.61,No
220,896.72,No
215.38,902.33,No
216.59,910.14,No
214.83,916.3,No
215.82,922.79,No
215.82,930.71,No
212.19,927.08,No
214.72,931.37,No
212.85,931.37,No
219.01,942.59,No
217.47,945.56,No
228.36,952.93,No
238.04,949.52,No
247.17,953.37,No
257.4,959.31,No
264.44,970.31,No
275.44,978.89,No
284.9,970.42,No
304.92,963.38,No
325.71,956.45,No
350.57,948.09,No
378.07,937.75,No
398.42,929.39,No
407.55,920.48,No
405.57,913.77,No
397.76,906.18,No
380.38,900.46,No
354.97,888.58,No
325.82,889.24,No
290.07,876.81,No
258.06,876.81,No
226.16,866.69,No
198,861.85,No
184.58,853.27,No
170.06,844.58,No
159.39,835.78,No
159.17,832.48,No
159.72,815.43,No
167.42,811.58,No
189.75,805.64,No
220,799.26,No
279.18,787.05,No
343.42,771.98,No
418.55,756.69,No
495.11,729.85,No
570.68,696.74,No
628.87,645.37,No
